bnk_trn_ref|exec_dt|debit_account_no|credit_account_no|amount|trn_desc
V54641Y89381|2012-11-16 00:00:00|CH0218229960514553128|CH1813436760999770384|1954.99|Payment of invoice(s) Technology Wizard
W64638H40334|2011-06-10 00:00:00|CH0211681954985788087|CH0309890016342600758|7238.48|Payment of invoice(s) Time  Nano
K94450Q27486|2014-04-25 00:00:00|CH0248281695366099688|CH8016460903045779129|57174.52|Payment of invoice(s) WriteTech
A23319Y15104|2013-01-18 00:00:00|CH0214401606376708007|CH9027477895350295117|21410.19|Payment of invoice(s) Cornerstone Time
K67969M17939|2016-06-03 00:00:00|CH0214401606376708007|CH5039837041721813617|27406.30|Payment of invoice(s) Valent Technologies
M90259W40700|2015-01-16 00:00:00|CH0201609149519657198|CH8016460903045779129|4932.22|Payment of invoice(s) WriteTech
E98444L27406|2010-10-29 00:00:00|CH0201609149519657198|CH8822873783116711340|38884.20|Payment of invoice(s) Cascade Time
T68640I98112|2013-03-15 00:00:00|CH0240522825785605571|CH4827927844570438723|1806.71|Payment of invoice(s) Ebony Time
F18875T73292|2005-08-26 00:00:00|CH0201609149519657198|CH4172365192949087501|1682.52|Payment of invoice(s) Beyond Time
C57416Q87900|2012-03-16 00:00:00|CH0207993305365962502|CH7319445800904089133|5457.27|Payment of invoice(s) Vibrant Time
Y97595O12480|2014-02-14 00:00:00|CH0250222882407221959|CH3944952886896151839|2981.43|Payment of invoice(s) enCycle
P96204C36435|2016-07-22 00:00:00|CH0234143718846267688|CH3276374414353537218|41764.99|Payment of invoice(s) Time  Iron
Z36999O65964|2014-03-14 00:00:00|CH0209049493360060612|CH4385645604347036714|26957.62|Payment of invoice(s) Just Time
L32626H12904|2008-03-28 00:00:00|CH0228315136202810440|CH9449043298339965395|43058.69|Payment of invoice(s) Sigh Co.
U58301F33988|2015-05-22 00:00:00|CH0206550793273688901|CH1006820597721560021|4821.21|Payment of invoice(s) Time  Cupid
Q26186E37418|2015-02-27 00:00:00|CH0251073611707606644|CH1006820597721560021|9721.17|Payment of invoice(s) Time  Cupid
S69577R50188|2013-01-11 00:00:00|CH0236918036799637910|CH5113429654953071542|2572.00|Payment of invoice(s) Technohabitat
F98773W36500|2016-03-18 00:00:00|CH0206550793273688901|CH9460991585208143427|48717.10|Payment of invoice(s) Zentime
O65906L73306|2013-01-11 00:00:00|CH0214401606376708007|CH9027477895350295117|225.32|Payment of invoice(s) Cornerstone Time
Q50280C52166|2011-08-26 00:00:00|CH0237130733821422792|CH8119090900291807523|28679.40|Payment of invoice(s) Techmania
K63646D49828|2014-08-08 00:00:00|CH0206550793273688901|CH8988352604215975853|857.70|Payment of invoice(s) Time  Urban
K71053M48344|2011-04-15 00:00:00|CH0214894598926922337|CH8619980845374894676|85808.99|Payment of invoice(s) Tucker, Amos
C82301L27817|2015-12-18 00:00:00|CH0249176139269086161|CH2825850289822331123|6212.14|Payment of invoice(s) Strickland, Leroy
M15342S54100|2011-04-15 00:00:00|CH0234143718846267688|CH8619980845374894676|341.74|Payment of invoice(s) Tucker, Amos
K20586T37289|2011-09-30 00:00:00|CH0209049493360060612|CH5331058502318833724|31686.77|Payment of invoice(s) Farrell, Samantha
J93954J31258|2014-02-21 00:00:00|CH0209049493360060612|CH1358263686244215866|32105.97|Payment of invoice(s) Genmex
J16705M23959|2011-11-11 00:00:00|CH0230382548836512713|CH1212759137980150044|2500.48|Payment of invoice(s) Plasma Time
Y62001M63499|2012-10-19 00:00:00|CH0201609149519657198|CH4574413380911406657|45866.43|Payment of invoice(s) Time  Alternative
Z91918U24592|2011-06-10 00:00:00|CH0214401606376708007|CH0309890016342600758|100598.38|Payment of invoice(s) Time  Nano
K28473N73818|2013-02-15 00:00:00|CH0209049493360060612|CH7557621605158040369|7851.13|Payment of invoice(s) Harper, Clementine
Q18998Q29452|2014-01-17 00:00:00|CH0211681954985788087|CH8515468004216856140|910.50|Payment of invoice(s) SecondTime
W74850D59663|2011-08-26 00:00:00|CH0240522825785605571|CH0747760994091143568|17809.64|Payment of invoice(s) NextTime
V51181P10037|2010-06-18 00:00:00|CH0207993305365962502|CH8822873783116711340|14285.20|Payment of invoice(s) Cascade Time
R35214Y87095|2013-05-17 00:00:00|CH0228112131218563569|CH5088079216680893260|5621.57|Payment of invoice(s) Sapphire Time
M17253E85211|2014-07-04 00:00:00|CH0228315136202810440|CH9797517066913638834|38644.62|Payment of invoice(s) OpenSource Time
O20719O24317|2012-02-10 00:00:00|CH0209049493360060612|CH2545663419699556099|25420.62|Payment of invoice(s) Nunez, Ivory
B37638I81737|2011-12-02 00:00:00|CH0250407194135228410|CH4827927844570438723|29408.45|Payment of invoice(s) Ebony Time
H47535W34889|2011-04-08 00:00:00|CH0218229960514553128|CH8619980845374894676|19651.79|Payment of invoice(s) Tucker, Amos
H46611V88315|2011-12-16 00:00:00|CH0209049493360060612|CH7662760544240052921|22363.19|Payment of invoice(s) Zytrex
D11947P97755|2006-12-22 00:00:00|CH0234139622897026693|CH7283917062688226097|30864.23|Payment of invoice(s) Finley, Vernon
C14582G80650|2016-01-15 00:00:00|CH0207993305365962502|CH9436656786623704266|18609.63|Payment of invoice(s) Sign of the Times Advertising Agency
I34607K11614|2006-05-12 00:00:00|CH0214151982011227631|CH0972869735311306178|9337.15|Payment of invoice(s) Method Time
X20203M24672|2012-08-31 00:00:00|CH0249176139269086161|CH7455625517759336763|5826.71|Payment of invoice(s) Holland, Ray
Y98692W45827|2006-03-03 00:00:00|CH0228112131218563569|CH1396683322404415097|103278.43|Payment of invoice(s) Cytrex
R10481V53159|2011-10-07 00:00:00|CH0209336657619956939|CH5331058502318833724|7677.83|Payment of invoice(s) Farrell, Samantha
D88829D60877|2013-11-29 00:00:00|CH0214894598926922337|CH1358263686244215866|17215.89|Payment of invoice(s) Genmex
C64503E76401|2016-02-05 00:00:00|CH0250407194135228410|CH5039837041721813617|49827.50|Payment of invoice(s) Valent Technologies
K56573W41471|2009-06-26 00:00:00|CH0240522825785605571|CH9791001388567356681|1950.26|Payment of invoice(s) Saint Time
Y82291S75072|2014-08-22 00:00:00|CH0227578004931115071|CH8988352604215975853|43854.30|Payment of invoice(s) Time  Urban
T73885J87123|2011-12-09 00:00:00|CH0209336657619956939|CH7662760544240052921|1834.48|Payment of invoice(s) Zytrex
G72058I57422|2013-06-14 00:00:00|CH0209336657619956939|CH3662109453683414593|1978.04|Payment of invoice(s) Prism Time
F38674V87087|2014-03-07 00:00:00|CH0206003498982695304|CH9053624541702450052|1214.41|Payment of invoice(s) Eleventh Hour Events Planning
P52098N56121|2013-06-28 00:00:00|CH0206550793273688901|CH8016460903045779129|24355.21|Payment of invoice(s) WriteTech
A38202X55823|2008-03-28 00:00:00|CH0218229960514553128|CH9449043298339965395|35966.81|Payment of invoice(s) Sigh Co.
N67257K55557|2004-12-31 00:00:00|CH0206550793273688901|CH6353846276666583183|40777.37|Payment of invoice(s) Goodman, Colorado
E82145T80373|2004-12-31 00:00:00|CH0214401606376708007|CH6353846276666583183|22838.73|Payment of invoice(s) Goodman, Colorado
O25825N62472|2011-07-22 00:00:00|CH0236918036799637910|CH3792097181326358410|52000.00|Payment of invoice(s) Triad Time
L44907M17930|2015-03-06 00:00:00|CH0218229960514553128|CH9053624541702450052|12388.86|Payment of invoice(s) Eleventh Hour Events Planning
L79013D10070|2010-05-21 00:00:00|CH0206550793273688901|CH9791001388567356681|1680.09|Payment of invoice(s) Saint Time
O64725T61728|2014-10-03 00:00:00|CH0207993305365962502|CH9657399602049395479|28642.98|Payment of invoice(s) Candid Time
N51276K36646|2011-04-29 00:00:00|CH0214894598926922337|CH9467652252739966512|43016.24|Payment of invoice(s) Americas Time
Z86642G30519|2016-03-11 00:00:00|CH0248281695366099688|CH9460991585208143427|2422.99|Payment of invoice(s) Zentime
C92912Y93122|2012-05-25 00:00:00|CH0236918036799637910|CH8988352604215975853|45.99|Payment of invoice(s) Time  Urban
W80874L76748|2011-05-20 00:00:00|CH0215694012443589673|CH9387343052322901266|34496.87|Payment of invoice(s) Displaytech
X72246W50447|2012-07-13 00:00:00|CH0234515455801405036|CH9298162976623746233|4380.18|Payment of invoice(s) Midnight Time
I73862Z29626|2011-04-29 00:00:00|CH0240522825785605571|CH9467652252739966512|7321.88|Payment of invoice(s) Americas Time
F56343O59826|2011-12-16 00:00:00|CH0250407194135228410|CH7662760544240052921|15558.02|Payment of invoice(s) Zytrex
E83624K86343|2014-10-24 00:00:00|CH0206003498982695304|CH1358263686244215866|4113.90|Payment of invoice(s) Genmex
M42939C74120|2011-10-21 00:00:00|CH0204884126669364759|CH4858680069098133364|3331.06|Payment of invoice(s) Time  North
F63011K40448|2015-05-29 00:00:00|CH0231003557422817970|CH9053624541702450052|5639.11|Payment of invoice(s) Eleventh Hour Events Planning
P50183R73524|2012-06-29 00:00:00|CH0228315136202810440|CH7455625517759336763|30509.19|Payment of invoice(s) Holland, Ray
Z22451P65283|2013-04-26 00:00:00|CH0251073611707606644|CH6067246472234989020|47403.99|Payment of invoice(s) Nikuda
W19341Q72297|2010-04-16 00:00:00|CH0234515455801405036|CH7164967580455939097|21862.59|Payment of invoice(s) RedHot Time
U60269A59140|2014-06-06 00:00:00|CH0228315136202810440|CH4385645604347036714|316.33|Payment of invoice(s) Just Time
R14839B92484|2014-05-16 00:00:00|CH0201609149519657198|CH7794913888074892430|3755.71|Payment of invoice(s) Time  Utopia
G26660E67246|2015-05-08 00:00:00|CH0200974687337280877|CH4702748652329494055|8082.99|Payment of invoice(s) Contreras, Myles
J98003H30502|2015-04-24 00:00:00|CH0225122731249592892|CH4702748652329494055|2357.47|Payment of invoice(s) Contreras, Myles
S48201N85840|2010-02-19 00:00:00|CH0206550793273688901|CH9791001388567356681|59550.57|Payment of invoice(s) Saint Time
L15973R39117|2012-03-02 00:00:00|CH0227578004931115071|CH2284113576710807414|15586.69|Payment of invoice(s) NorthStar Time
Q23992D79292|2016-04-01 00:00:00|CH0246225152084380466|CH9460991585208143427|9720.18|Payment of invoice(s) Zentime
A13324W50787|2015-04-24 00:00:00|CH0240900251892652380|CH4702748652329494055|5105.78|Payment of invoice(s) Contreras, Myles
X19391L67321|2015-04-24 00:00:00|CH0200974687337280877|CH1006820597721560021|8893.46|Payment of invoice(s) Time  Cupid
G95662T26467|2012-03-02 00:00:00|CH0246225152084380466|CH2284113576710807414|41875.16|Payment of invoice(s) NorthStar Time
I29258V60004|2013-04-26 00:00:00|CH0250407194135228410|CH6067246472234989020|36973.58|Payment of invoice(s) Nikuda
B58412K57688|2016-01-08 00:00:00|CH0237130733821422792|CH9797517066913638834|12480.43|Payment of invoice(s) OpenSource Time
O61754L84668|2015-12-04 00:00:00|CH0234139622897026693|CH7010391221892072726|7738.59|Payment of invoice(s) Time  Avatar
G12409C68228|2016-09-30 00:00:00|CH0206003498982695304|CH5039837041721813617|19078.82|Payment of invoice(s) Valent Technologies
Y68480L76032|2015-12-18 00:00:00|CH0250222882407221959|CH2825850289822331123|15235.65|Payment of invoice(s) Strickland, Leroy
B80719D20110|2011-03-25 00:00:00|CH0236918036799637910|CH3514647971914614633|1369.00|Payment of invoice(s) Design of the Times
Q90306S12122|2006-12-15 00:00:00|CH0209336657619956939|CH7283917062688226097|9817.55|Payment of invoice(s) Finley, Vernon
A74982E44965|2015-05-22 00:00:00|CH0236918036799637910|CH4385645604347036714|4116.05|Payment of invoice(s) Just Time
Q12704J51958|2010-04-23 00:00:00|CH0200974687337280877|CH7164967580455939097|20937.41|Payment of invoice(s) RedHot Time
H43828W31218|2007-04-20 00:00:00|CH0228112131218563569|CH2796095850520737441|3064.49|Payment of invoice(s) Time  Homepage
A29694W38406|2015-11-13 00:00:00|CH0210540037202341452|CH1006820597721560021|21201.49|Payment of invoice(s) Time  Cupid
Y31709T66878|2008-11-28 00:00:00|CH0251073611707606644|CH4859972362682465663|571.23|Payment of invoice(s) Time  Council
E82667O97929|2012-02-24 00:00:00|CH0223943235385824696|CH2284113576710807414|175.39|Payment of invoice(s) NorthStar Time
M23521F45777|2011-11-04 00:00:00|CH0249176139269086161|CH1666656057224772762|14028.97|Payment of invoice(s) Pinpoint Matrix Systems
B62391C76256|2008-08-08 00:00:00|CH0249176139269086161|CH8871083503612224843|34223.09|Payment of invoice(s) Nationwide Time
L95184K67964|2011-11-18 00:00:00|CH0251073611707606644|CH6389002244580245381|1259.73|Payment of invoice(s) Sin Thesis
Z62119J77655|2006-01-06 00:00:00|CH0214401606376708007|CH4154911007648432776|29996.71|Payment of invoice(s) Tuliptime Tunefest
L78803V74457|2011-07-08 00:00:00|CH0219850911967777927|CH3667715363523316758|53457.59|Payment of invoice(s) Real Time Medical
D46906I44755|2012-03-09 00:00:00|CH0207993305365962502|CH7319445800904089133|6868.17|Payment of invoice(s) Vibrant Time
U97098M28759|2012-04-20 00:00:00|CH0219850911967777927|CH3061963907498411463|5711.58|Payment of invoice(s) Moving with the Times
V88546O39609|2013-04-05 00:00:00|CH0209049493360060612|CH2776009455955283091|392.46|Payment of invoice(s) Aeora
O27933V29543|2011-12-02 00:00:00|CH0215694012443589673|CH5306138861270198557|239.52|Payment of invoice(s) Tucker, Steel
M13234J47265|2016-01-08 00:00:00|CH0236918036799637910|CH2825850289822331123|21892.48|Payment of invoice(s) Strickland, Leroy
N17650H77549|2011-02-04 00:00:00|CH0251073611707606644|CH6040350716936780372|22713.27|Payment of invoice(s) Technoracks
U96592V57741|2011-11-25 00:00:00|CH0214401606376708007|CH6389002244580245381|12520.49|Payment of invoice(s) Sin Thesis
N48988S81496|2010-12-17 00:00:00|CH0236918036799637910|CH8729499478213548344|8624.01|Payment of invoice(s) CranialTech
I27970D86595|2015-12-04 00:00:00|CH0218229960514553128|CH7010391221892072726|24254.34|Payment of invoice(s) Time  Avatar
H72208L50575|2011-08-12 00:00:00|CH0223943235385824696|CH5088638921249011890|22612.68|Payment of invoice(s) FreeTime
L17993A15387|2015-04-24 00:00:00|CH0237130733821422792|CH4702748652329494055|34791.15|Payment of invoice(s) Contreras, Myles
V34946M87215|2015-04-17 00:00:00|CH0218229960514553128|CH3660100928827682021|30177.04|Payment of invoice(s) Semantic Time
V38062M53947|2013-01-04 00:00:00|CH0204884126669364759|CH8616261051059395320|6529.68|Payment of invoice(s) Prospect Time
D79514W95698|2016-04-08 00:00:00|CH0204884126669364759|CH5039837041721813617|2965.19|Payment of invoice(s) Valent Technologies
W18296A50550|2011-10-07 00:00:00|CH0248281695366099688|CH5331058502318833724|12863.81|Payment of invoice(s) Farrell, Samantha
O16869H88299|2011-09-30 00:00:00|CH0234515455801405036|CH5331058502318833724|4471.12|Payment of invoice(s) Farrell, Samantha
W90230P73509|2012-04-27 00:00:00|CH0214894598926922337|CH3061963907498411463|18241.28|Payment of invoice(s) Moving with the Times
X62173Y21188|2012-12-28 00:00:00|CH0246225152084380466|CH4574413380911406657|28534.50|Payment of invoice(s) Time  Alternative
C86237G61939|2016-04-29 00:00:00|CH0207993305365962502|CH9436656786623704266|2204.36|Payment of invoice(s) Sign of the Times Advertising Agency
V92119Y28033|2015-10-16 00:00:00|CH0225122731249592892|CH5039837041721813617|1790.51|Payment of invoice(s) Valent Technologies
A41167L79483|2012-12-21 00:00:00|CH0210540037202341452|CH5113429654953071542|22514.10|Payment of invoice(s) Technohabitat
S40996Y26479|2015-04-24 00:00:00|CH0209049493360060612|CH4702748652329494055|15490.00|Payment of invoice(s) Contreras, Myles
C49050K92208|2012-03-02 00:00:00|CH0215694012443589673|CH8988352604215975853|2489.33|Payment of invoice(s) Time  Urban
T88680R37102|2013-04-19 00:00:00|CH0236918036799637910|CH9318634853603420440|39946.65|Payment of invoice(s) Mustang Time
R31548P42835|2016-02-05 00:00:00|CH0240522825785605571|CH2877506220346092976|9832.07|Payment of invoice(s) Popcorn Born
I55342C39664|2006-03-10 00:00:00|CH0215694012443589673|CH1396683322404415097|70557.01|Payment of invoice(s) Cytrex
D50559F92002|2016-03-04 00:00:00|CH0218229960514553128|CH3662109453683414593|23429.62|Payment of invoice(s) Prism Time
M90562H45927|2012-03-16 00:00:00|CH0228315136202810440|CH7319445800904089133|25020.32|Payment of invoice(s) Vibrant Time
K27387P43683|2011-07-22 00:00:00|CH0207993305365962502|CH3792097181326358410|5227.70|Payment of invoice(s) Triad Time
L68672W91048|2014-09-12 00:00:00|CH0206003498982695304|CH9681610501955543047|36207.56|Payment of invoice(s) Bernard, Willa
G97137O98740|2016-04-01 00:00:00|CH0246225152084380466|CH9460991585208143427|2851.25|Payment of invoice(s) Zentime
N97653O82365|2008-02-15 00:00:00|CH0214151982011227631|CH4691395643275573987|17892.70|Payment of invoice(s) BizTech
R15416E30550|2011-12-09 00:00:00|CH0219850911967777927|CH6156450000385864392|7640.18|Payment of invoice(s) First Class
I40101B28380|2012-01-13 00:00:00|CH0250407194135228410|CH9298162976623746233|15793.01|Payment of invoice(s) Midnight Time
E45174I46758|2015-12-18 00:00:00|CH0214401606376708007|CH2825850289822331123|20912.89|Payment of invoice(s) Strickland, Leroy
S54715D18280|2011-05-20 00:00:00|CH0250407194135228410|CH9387343052322901266|10190.87|Payment of invoice(s) Displaytech
V68371T79666|2013-06-14 00:00:00|CH0209336657619956939|CH4574413380911406657|64944.13|Payment of invoice(s) Time  Alternative
X88142B42767|2014-01-10 00:00:00|CH0223943235385824696|CH8988352604215975853|8263.03|Payment of invoice(s) Time  Urban
B74197S79713|2011-04-29 00:00:00|CH0201609149519657198|CH9467652252739966512|27636.70|Payment of invoice(s) Americas Time
P55311Y52802|2011-07-22 00:00:00|CH0214401606376708007|CH3792097181326358410|6547.83|Payment of invoice(s) Triad Time
I79639G76498|2013-08-09 00:00:00|CH0223943235385824696|CH7557621605158040369|130745.96|Payment of invoice(s) Harper, Clementine
P58231D52319|2011-05-06 00:00:00|CH0200974687337280877|CH9467652252739966512|38906.76|Payment of invoice(s) Americas Time
V86260W94022|2013-01-18 00:00:00|CH0209049493360060612|CH9027477895350295117|6878.45|Payment of invoice(s) Cornerstone Time
V28118G44357|2006-12-22 00:00:00|CH0201609149519657198|CH7283917062688226097|25590.53|Payment of invoice(s) Finley, Vernon
H69271Q75864|2006-05-19 00:00:00|CH0234139622897026693|CH0972869735311306178|11618.97|Payment of invoice(s) Method Time
